pair,ligand_symbol,ligand_gene_id,receptor_symbol,receptor_gene_id
A2M_LRP1,A2m,ENSMUSG00000030111,Lrp1,ENSMUSG00000040249
AANAT_MTNR1A,Aanat,ENSMUSG00000020804,Mtnr1a,ENSMUSG00000054764
ACE_AGTR2,Ace,ENSMUSG00000020681,Agtr2,ENSMUSG00000068122
ACE_BDKRB2,Ace,ENSMUSG00000020681,Bdkrb2,ENSMUSG00000021070
ADAM10_AXL,Adam10,ENSMUSG00000054693,Axl,ENSMUSG00000002602
ADAM10_EPHA3,Adam10,ENSMUSG00000054693,Epha3,ENSMUSG00000052504
ADAM12_ITGA9,Adam12,ENSMUSG00000054555,Itga9,ENSMUSG00000039115
ADAM12_ITGB1,Adam12,ENSMUSG00000054555,Itgb1,ENSMUSG00000025809
ADAM12_SDC4,Adam12,ENSMUSG00000054555,Sdc4,ENSMUSG00000017009
ADAM15_ITGA5,Adam15,ENSMUSG00000028041,Itga5,ENSMUSG00000000555
ADAM15_ITGA9,Adam15,ENSMUSG00000028041,Itga9,ENSMUSG00000039115
ADAM15_ITGAV,Adam15,ENSMUSG00000028041,Itgav,ENSMUSG00000027087
ADAM15_ITGB1,Adam15,ENSMUSG00000028041,Itgb1,ENSMUSG00000025809
ADAM15_ITGB3,Adam15,ENSMUSG00000028041,Itgb3,ENSMUSG00000020689
ADAM17_ERBB4,Adam17,ENSMUSG00000052593,Erbb4,ENSMUSG00000062209
ADAM17_ITGA5,Adam17,ENSMUSG00000052593,Itga5,ENSMUSG00000000555
ADAM17_ITGB1,Adam17,ENSMUSG00000052593,Itgb1,ENSMUSG00000025809
ADAM17_NOTCH1,Adam17,ENSMUSG00000052593,Notch1,ENSMUSG00000026923
ADAM2_CD9,Adam2,ENSMUSG00000022039,Cd9,ENSMUSG00000030342
ADAM2_ITGA6,Adam2,ENSMUSG00000022039,Itga6,ENSMUSG00000027111
ADAM2_ITGA9,Adam2,ENSMUSG00000022039,Itga9,ENSMUSG00000039115
ADAM2_ITGB1,Adam2,ENSMUSG00000022039,Itgb1,ENSMUSG00000025809
ADAM2_ITGB7,Adam2,ENSMUSG00000022039,Itgb7,ENSMUSG00000001281
ADAM23_ITGA5,Adam23,ENSMUSG00000025964,Itga5,ENSMUSG00000000555
ADAM23_ITGB3,Adam23,ENSMUSG00000025964,Itgb3,ENSMUSG00000020689
ADAM28_ITGA4,Adam28,ENSMUSG00000014725,Itga4,ENSMUSG00000027009
ADAM9_ITGA3,Adam9,ENSMUSG00000031555,Itga3,ENSMUSG00000001507
ADAM9_ITGA6,Adam9,ENSMUSG00000031555,Itga6,ENSMUSG00000027111
ADAM9_ITGAV,Adam9,ENSMUSG00000031555,Itgav,ENSMUSG00000027087
ADAM9_ITGB1,Adam9,ENSMUSG00000031555,Itgb1,ENSMUSG00000025809
ADAM9_ITGB5,Adam9,ENSMUSG00000031555,Itgb5,ENSMUSG00000022817
ADCYAP1_ADCYAP1R1,Adcyap1,ENSMUSG00000024256,Adcyap1r1,ENSMUSG00000029778
ADCYAP1_SCTR,Adcyap1,ENSMUSG00000024256,Sctr,ENSMUSG00000026387
ADCYAP1_VIPR1,Adcyap1,ENSMUSG00000024256,Vipr1,ENSMUSG00000032528
ADCYAP1_VIPR2,Adcyap1,ENSMUSG00000024256,Vipr2,ENSMUSG00000011171
ADIPOQ_ADIPOR1,Adipoq,ENSMUSG00000022878,Adipor1,ENSMUSG00000026457
ADIPOQ_ADIPOR2,Adipoq,ENSMUSG00000022878,Adipor2,ENSMUSG00000030168
ADM_CALCR,Adm,ENSMUSG00000030790,Calcr,ENSMUSG00000023964
ADM_CALCRL,Adm,ENSMUSG00000030790,Calcrl,ENSMUSG00000059588
ADM_GPR182,Adm,ENSMUSG00000030790,Gpr182,ENSMUSG00000058396
ADM_RAMP2,Adm,ENSMUSG00000030790,Ramp2,ENSMUSG00000001240
ADM2_CALCR,Adm2,ENSMUSG00000054136,Calcr,ENSMUSG00000023964
ADM2_CALCRL,Adm2,ENSMUSG00000054136,Calcrl,ENSMUSG00000059588
ADM2_RAMP1,Adm2,ENSMUSG00000054136,Ramp1,ENSMUSG00000034353
AGRN_ATP1A3,Agrn,ENSMUSG00000041936,Atp1a3,ENSMUSG00000040907
AGRN_LRP4,Agrn,ENSMUSG00000041936,Lrp4,ENSMUSG00000027253
AGRN_MUSK,Agrn,ENSMUSG00000041936,Musk,ENSMUSG00000057280
AGRP_MC3R,Agrp,ENSMUSG00000005705,Mc3r,ENSMUSG00000038537
AGRP_MC4R,Agrp,ENSMUSG00000005705,Mc4r,ENSMUSG00000047259
AGRP_MC5R,Agrp,ENSMUSG00000005705,Mc5r,ENSMUSG00000007480
AGRP_SDC3,Agrp,ENSMUSG00000005705,Sdc3,ENSMUSG00000025743
AGT_AGTR2,Agt,ENSMUSG00000031980,Agtr2,ENSMUSG00000068122
AGT_LRP2,Agt,ENSMUSG00000031980,Lrp2,ENSMUSG00000027070
AGT_MAS1,Agt,ENSMUSG00000031980,Mas1,ENSMUSG00000068037
AHSG_INSR,Ahsg,ENSMUSG00000022868,Insr,ENSMUSG00000005534
ALB_LRP2,Alb,ENSMUSG00000029368,Lrp2,ENSMUSG00000027070
AMH_ACVR1,Amh,ENSMUSG00000035262,Acvr1,ENSMUSG00000026836
AMH_AMHR2,Amh,ENSMUSG00000035262,Amhr2,ENSMUSG00000023047
AMH_EGFR,Amh,ENSMUSG00000035262,Egfr,ENSMUSG00000020122
ANGPT1_ITGA5,Angpt1,ENSMUSG00000022309,Itga5,ENSMUSG00000000555
ANGPT1_ITGB1,Angpt1,ENSMUSG00000022309,Itgb1,ENSMUSG00000025809
ANGPT1_TEK,Angpt1,ENSMUSG00000022309,Tek,ENSMUSG00000006386
ANGPT1_TIE1,Angpt1,ENSMUSG00000022309,Tie1,ENSMUSG00000033191
ANGPT2_TEK,Angpt2,ENSMUSG00000031465,Tek,ENSMUSG00000006386
ANGPT2_TIE1,Angpt2,ENSMUSG00000031465,Tie1,ENSMUSG00000033191
ANGPT4_TEK,Angpt4,ENSMUSG00000027460,Tek,ENSMUSG00000006386
ANGPT4_TIE1,Angpt4,ENSMUSG00000027460,Tie1,ENSMUSG00000033191
ANGPTL1_TEK,Angptl1,ENSMUSG00000033544,Tek,ENSMUSG00000006386
ANGPTL2_TIE1,Angptl2,ENSMUSG00000004105,Tie1,ENSMUSG00000033191
ANGPTL3_ITGA5,Angptl3,ENSMUSG00000028553,Itga5,ENSMUSG00000000555
ANGPTL3_ITGAV,Angptl3,ENSMUSG00000028553,Itgav,ENSMUSG00000027087
ANGPTL3_ITGB3,Angptl3,ENSMUSG00000028553,Itgb3,ENSMUSG00000020689
ANGPTL4_TIE1,Angptl4,ENSMUSG00000002289,Tie1,ENSMUSG00000033191
ANXA1_DYSF,Anxa1,ENSMUSG00000024659,Dysf,ENSMUSG00000033788
ANXA1_EGFR,Anxa1,ENSMUSG00000024659,Egfr,ENSMUSG00000020122
ANXA1_FPR1,Anxa1,ENSMUSG00000024659,Fpr1,ENSMUSG00000045551
APLN_APLNR,Apln,ENSMUSG00000037010,Aplnr,ENSMUSG00000044338
APOB_CALCR,Apob,ENSMUSG00000020609,Calcr,ENSMUSG00000023964
APOB_ITGAM,Apob,ENSMUSG00000020609,Itgam,ENSMUSG00000030786
APOB_ITGB2,Apob,ENSMUSG00000020609,Itgb2,ENSMUSG00000000290
APOB_LDLR,Apob,ENSMUSG00000020609,Ldlr,ENSMUSG00000032193
APOB_LRP2,Apob,ENSMUSG00000020609,Lrp2,ENSMUSG00000027070
APOB_LRP6,Apob,ENSMUSG00000020609,Lrp6,ENSMUSG00000030201
APOB_LRP8,Apob,ENSMUSG00000020609,Lrp8,ENSMUSG00000028613
APOB_LSR,Apob,ENSMUSG00000020609,Lsr,ENSMUSG00000001247
APOB_OLR1,Apob,ENSMUSG00000020609,Olr1,ENSMUSG00000030162
APOC3_SDC2,Apoc3,ENSMUSG00000032081,Sdc2,ENSMUSG00000022261
APOC3_TLR2,Apoc3,ENSMUSG00000032081,Tlr2,ENSMUSG00000027995
APOD_LEPR,Apod,ENSMUSG00000022548,Lepr,ENSMUSG00000057722
APOE_CHRNA4,Apoe,ENSMUSG00000002985,Chrna4,ENSMUSG00000027577
APOE_LDLR,Apoe,ENSMUSG00000002985,Ldlr,ENSMUSG00000032193
APOE_LRP1,Apoe,ENSMUSG00000002985,Lrp1,ENSMUSG00000040249
APOE_LRP2,Apoe,ENSMUSG00000002985,Lrp2,ENSMUSG00000027070
APOE_LRP5,Apoe,ENSMUSG00000002985,Lrp5,ENSMUSG00000024913
APOE_LRP8,Apoe,ENSMUSG00000002985,Lrp8,ENSMUSG00000028613
APOE_SCARB1,Apoe,ENSMUSG00000002985,Scarb1,ENSMUSG00000037936
APOE_SORL1,Apoe,ENSMUSG00000002985,Sorl1,ENSMUSG00000049313
APOE_VLDLR,Apoe,ENSMUSG00000002985,Vldlr,ENSMUSG00000024924
APP_CAV1,App,ENSMUSG00000022892,Cav1,ENSMUSG00000007655
APP_CD74,App,ENSMUSG00000022892,Cd74,ENSMUSG00000024610
APP_GPC1,App,ENSMUSG00000022892,Gpc1,ENSMUSG00000034220
APP_LRP1,App,ENSMUSG00000022892,Lrp1,ENSMUSG00000040249
APP_NCSTN,App,ENSMUSG00000022892,Ncstn,ENSMUSG00000003458
APP_NGFR,App,ENSMUSG00000022892,Ngfr,ENSMUSG00000000120
APP_SLC45A3,App,ENSMUSG00000022892,Slc45a3,ENSMUSG00000026435
APP_TNFRSF21,App,ENSMUSG00000022892,Tnfrsf21,ENSMUSG00000023915
AREG_EGFR,Areg,ENSMUSG00000029378,Egfr,ENSMUSG00000020122
AREG_ERBB3,Areg,ENSMUSG00000029378,Erbb3,ENSMUSG00000018166
ARF1_CHRM3,Arf1,ENSMUSG00000048076,Chrm3,ENSMUSG00000046159
ARF1_INSR,Arf1,ENSMUSG00000048076,Insr,ENSMUSG00000005534
ARF1_PLD2,Arf1,ENSMUSG00000048076,Pld2,ENSMUSG00000020828
ARTN_GFRA1,Artn,ENSMUSG00000028539,Gfra1,ENSMUSG00000025089
ARTN_GFRA3,Artn,ENSMUSG00000028539,Gfra3,ENSMUSG00000024366
ARTN_RET,Artn,ENSMUSG00000028539,Ret,ENSMUSG00000030110
ASIP_ATRN,a,ENSMUSG00000027596,Atrn,ENSMUSG00000027312
ASIP_F11R,a,ENSMUSG00000027596,F11r,ENSMUSG00000038235
ASIP_MC2R,a,ENSMUSG00000027596,Mc2r,ENSMUSG00000045569
ASIP_MC3R,a,ENSMUSG00000027596,Mc3r,ENSMUSG00000038537
ASIP_MC4R,a,ENSMUSG00000027596,Mc4r,ENSMUSG00000047259
ASIP_MC5R,a,ENSMUSG00000027596,Mc5r,ENSMUSG00000007480
AVP_AVPR1A,Avp,ENSMUSG00000037727,Avpr1a,ENSMUSG00000020123
AVP_AVPR1B,Avp,ENSMUSG00000037727,Avpr1b,ENSMUSG00000026432
AVP_AVPR2,Avp,ENSMUSG00000037727,Avpr2,ENSMUSG00000031390
AVP_OXTR,Avp,ENSMUSG00000037727,Oxtr,ENSMUSG00000049112
AZGP1_ITGAV,Azgp1,ENSMUSG00000037053,Itgav,ENSMUSG00000027087
B2M_CD247,B2m,ENSMUSG00000060802,Cd247,ENSMUSG00000005763
B2M_CD3D,B2m,ENSMUSG00000060802,Cd3d,ENSMUSG00000032094
B2M_CD3G,B2m,ENSMUSG00000060802,Cd3g,ENSMUSG00000002033
B2M_HFE,B2m,ENSMUSG00000060802,Hfe,ENSMUSG00000006611
B2M_KLRD1,B2m,ENSMUSG00000060802,Klrd1,ENSMUSG00000030165
B2M_TFRC,B2m,ENSMUSG00000060802,Tfrc,ENSMUSG00000022797
BCAN_EGFR,Bcan,ENSMUSG00000004892,Egfr,ENSMUSG00000020122
BCAN_NRCAM,Bcan,ENSMUSG00000004892,Nrcam,ENSMUSG00000020598
BDNF_DDR1,Bdnf,ENSMUSG00000048482,Ddr1,ENSMUSG00000003534
BDNF_DRD4,Bdnf,ENSMUSG00000048482,Drd4,ENSMUSG00000025496
BDNF_NGFR,Bdnf,ENSMUSG00000048482,Ngfr,ENSMUSG00000000120
BDNF_NTRK2,Bdnf,ENSMUSG00000048482,Ntrk2,ENSMUSG00000055254
BDNF_SORT1,Bdnf,ENSMUSG00000048482,Sort1,ENSMUSG00000068747
BGN_LY96,Bgn,ENSMUSG00000031375,Ly96,ENSMUSG00000025779
BGN_TLR1,Bgn,ENSMUSG00000031375,Tlr1,ENSMUSG00000044827
BGN_TLR2,Bgn,ENSMUSG00000031375,Tlr2,ENSMUSG00000027995
BGN_TLR4,Bgn,ENSMUSG00000031375,Tlr4,ENSMUSG00000039005
BMP10_ACVR1,Bmp10,ENSMUSG00000030046,Acvr1,ENSMUSG00000026836
BMP10_ACVR2A,Bmp10,ENSMUSG00000030046,Acvr2a,ENSMUSG00000052155
BMP10_ACVR2B,Bmp10,ENSMUSG00000030046,Acvr2b,ENSMUSG00000061393
BMP10_ACVRL1,Bmp10,ENSMUSG00000030046,Acvrl1,ENSMUSG00000000530
BMP10_BMPR1A,Bmp10,ENSMUSG00000030046,Bmpr1a,ENSMUSG00000021796
BMP10_BMPR1B,Bmp10,ENSMUSG00000030046,Bmpr1b,ENSMUSG00000052430
BMP10_BMPR2,Bmp10,ENSMUSG00000030046,Bmpr2,ENSMUSG00000067336
BMP10_ENG,Bmp10,ENSMUSG00000030046,Eng,ENSMUSG00000026814
BMP15_ACVR1,Bmp15,ENSMUSG00000023279,Acvr1,ENSMUSG00000026836
BMP15_ACVR2A,Bmp15,ENSMUSG00000023279,Acvr2a,ENSMUSG00000052155
BMP15_ACVR2B,Bmp15,ENSMUSG00000023279,Acvr2b,ENSMUSG00000061393
BMP15_BMPR1A,Bmp15,ENSMUSG00000023279,Bmpr1a,ENSMUSG00000021796
BMP15_BMPR1B,Bmp15,ENSMUSG00000023279,Bmpr1b,ENSMUSG00000052430
BMP15_BMPR2,Bmp15,ENSMUSG00000023279,Bmpr2,ENSMUSG00000067336
BMP2_ACVR1,Bmp2,ENSMUSG00000027358,Acvr1,ENSMUSG00000026836
BMP2_ACVR2A,Bmp2,ENSMUSG00000027358,Acvr2a,ENSMUSG00000052155
BMP2_ACVR2B,Bmp2,ENSMUSG00000027358,Acvr2b,ENSMUSG00000061393
BMP2_BMPR1A,Bmp2,ENSMUSG00000027358,Bmpr1a,ENSMUSG00000021796
BMP2_BMPR1B,Bmp2,ENSMUSG00000027358,Bmpr1b,ENSMUSG00000052430
BMP2_BMPR2,Bmp2,ENSMUSG00000027358,Bmpr2,ENSMUSG00000067336
BMP2_ENG,Bmp2,ENSMUSG00000027358,Eng,ENSMUSG00000026814
BMP2_HFE2,Bmp2,ENSMUSG00000027358,Hfe2,ENSMUSG00000038403
BMP3_ACVR1,Bmp3,ENSMUSG00000029335,Acvr1,ENSMUSG00000026836
BMP3_ACVR2A,Bmp3,ENSMUSG00000029335,Acvr2a,ENSMUSG00000052155
BMP3_ACVR2B,Bmp3,ENSMUSG00000029335,Acvr2b,ENSMUSG00000061393
BMP3_BMPR1A,Bmp3,ENSMUSG00000029335,Bmpr1a,ENSMUSG00000021796
BMP3_BMPR1B,Bmp3,ENSMUSG00000029335,Bmpr1b,ENSMUSG00000052430
BMP3_BMPR2,Bmp3,ENSMUSG00000029335,Bmpr2,ENSMUSG00000067336
BMP4_ACVR1,Bmp4,ENSMUSG00000021835,Acvr1,ENSMUSG00000026836
BMP4_ACVR2A,Bmp4,ENSMUSG00000021835,Acvr2a,ENSMUSG00000052155
BMP4_ACVR2B,Bmp4,ENSMUSG00000021835,Acvr2b,ENSMUSG00000061393
BMP4_BMPR1A,Bmp4,ENSMUSG00000021835,Bmpr1a,ENSMUSG00000021796
BMP4_BMPR1B,Bmp4,ENSMUSG00000021835,Bmpr1b,ENSMUSG00000052430
BMP4_BMPR2,Bmp4,ENSMUSG00000021835,Bmpr2,ENSMUSG00000067336
BMP4_HFE2,Bmp4,ENSMUSG00000021835,Hfe2,ENSMUSG00000038403
BMP5_ACVR1,Bmp5,ENSMUSG00000032179,Acvr1,ENSMUSG00000026836
BMP5_ACVR2A,Bmp5,ENSMUSG00000032179,Acvr2a,ENSMUSG00000052155
BMP5_ACVR2B,Bmp5,ENSMUSG00000032179,Acvr2b,ENSMUSG00000061393
BMP5_BMPR1A,Bmp5,ENSMUSG00000032179,Bmpr1a,ENSMUSG00000021796
BMP5_BMPR1B,Bmp5,ENSMUSG00000032179,Bmpr1b,ENSMUSG00000052430
BMP5_BMPR2,Bmp5,ENSMUSG00000032179,Bmpr2,ENSMUSG00000067336
BMP5_HFE2,Bmp5,ENSMUSG00000032179,Hfe2,ENSMUSG00000038403
BMP6_ACVR1,Bmp6,ENSMUSG00000039004,Acvr1,ENSMUSG00000026836
BMP6_ACVR2A,Bmp6,ENSMUSG00000039004,Acvr2a,ENSMUSG00000052155
BMP6_ACVR2B,Bmp6,ENSMUSG00000039004,Acvr2b,ENSMUSG00000061393
BMP6_BMPR1A,Bmp6,ENSMUSG00000039004,Bmpr1a,ENSMUSG00000021796
BMP6_BMPR1B,Bmp6,ENSMUSG00000039004,Bmpr1b,ENSMUSG00000052430
BMP6_BMPR2,Bmp6,ENSMUSG00000039004,Bmpr2,ENSMUSG00000067336
BMP7_ACVR1,Bmp7,ENSMUSG00000008999,Acvr1,ENSMUSG00000026836
BMP7_ACVR2A,Bmp7,ENSMUSG00000008999,Acvr2a,ENSMUSG00000052155
BMP7_ACVR2B,Bmp7,ENSMUSG00000008999,Acvr2b,ENSMUSG00000061393
BMP7_BMPR1A,Bmp7,ENSMUSG00000008999,Bmpr1a,ENSMUSG00000021796
BMP7_BMPR1B,Bmp7,ENSMUSG00000008999,Bmpr1b,ENSMUSG00000052430
BMP7_BMPR2,Bmp7,ENSMUSG00000008999,Bmpr2,ENSMUSG00000067336
BMP7_ENG,Bmp7,ENSMUSG00000008999,Eng,ENSMUSG00000026814
BST1_CAV1,Bst1,ENSMUSG00000029082,Cav1,ENSMUSG00000007655
BTC_EGFR,Btc,ENSMUSG00000082361,Egfr,ENSMUSG00000020122
BTC_ERBB2,Btc,ENSMUSG00000082361,Erbb2,ENSMUSG00000062312
BTC_ERBB3,Btc,ENSMUSG00000082361,Erbb3,ENSMUSG00000018166
BTC_ERBB4,Btc,ENSMUSG00000082361,Erbb4,ENSMUSG00000062209
BTLA_CD247,Btla,ENSMUSG00000052013,Cd247,ENSMUSG00000005763
BTLA_CD79A,Btla,ENSMUSG00000052013,Cd79a,ENSMUSG00000003379
BTLA_TNFRSF14,Btla,ENSMUSG00000052013,Tnfrsf14,ENSMUSG00000042333
BTLA_VTCN1,Btla,ENSMUSG00000052013,Vtcn1,ENSMUSG00000051076
C1orf112_PLSCR4,BC055324,ENSMUSG00000041406,Plscr4,ENSMUSG00000032377
C1orf194_PLSCR4,1700013F07Rik,ENSMUSG00000027886,Plscr4,ENSMUSG00000032377
C1QA_CD93,C1qa,ENSMUSG00000036887,Cd93,ENSMUSG00000027435
C1QA_CR1,C1qa,ENSMUSG00000036887,Cr1l,ENSMUSG00000016481
C1QA_CSPG4,C1qa,ENSMUSG00000036887,Cspg4,ENSMUSG00000032911
C1QB_LRP1,C1qb,ENSMUSG00000036905,Lrp1,ENSMUSG00000040249
C1QTNF1_AVPR2,C1qtnf1,ENSMUSG00000017446,Avpr2,ENSMUSG00000031390
C1QTNF5_MFRP,C1qtnf5,ENSMUSG00000079592,Mfrp,ENSMUSG00000034739
C3_C3AR1,C3,ENSMUSG00000024164,C3ar1,ENSMUSG00000040552
C3_C5AR2,C3,ENSMUSG00000024164,C5ar2,ENSMUSG00000074361
C3_CD19,C3,ENSMUSG00000024164,Cd19,ENSMUSG00000030724
C3_CD46,C3,ENSMUSG00000024164,Cd46,ENSMUSG00000016493
C3_CD81,C3,ENSMUSG00000024164,Cd81,ENSMUSG00000037706
C3_CR1,C3,ENSMUSG00000024164,Cr1l,ENSMUSG00000016481
C3_ITGAM,C3,ENSMUSG00000024164,Itgam,ENSMUSG00000030786
C3_ITGB2,C3,ENSMUSG00000024164,Itgb2,ENSMUSG00000000290
C3_LRP1,C3,ENSMUSG00000024164,Lrp1,ENSMUSG00000040249
C4BPA_BMPR2,C4bp,ENSMUSG00000026405,Bmpr2,ENSMUSG00000067336
C4BPA_CD40,C4bp,ENSMUSG00000026405,Cd40,ENSMUSG00000017652
C4BPA_LRP1,C4bp,ENSMUSG00000026405,Lrp1,ENSMUSG00000040249
C5_C5AR1,Hc,ENSMUSG00000026874,C5ar1,ENSMUSG00000049130
C5_C5AR2,Hc,ENSMUSG00000026874,C5ar2,ENSMUSG00000074361
C6orf15_DDR1,2300002M23Rik,ENSMUSG00000039269,Ddr1,ENSMUSG00000003534
CALCA_CALCR,Calca,ENSMUSG00000030669,Calcr,ENSMUSG00000023964
CALCA_CALCRL,Calca,ENSMUSG00000030669,Calcrl,ENSMUSG00000059588
CALCA_RAMP1,Calca,ENSMUSG00000030669,Ramp1,ENSMUSG00000034353
CALCA_RAMP2,Calca,ENSMUSG00000030669,Ramp2,ENSMUSG00000001240
CALCB_CALCR,Calcb,ENSMUSG00000030666,Calcr,ENSMUSG00000023964
CALCB_CALCRL,Calcb,ENSMUSG00000030666,Calcrl,ENSMUSG00000059588
CALCB_RAMP1,Calcb,ENSMUSG00000030666,Ramp1,ENSMUSG00000034353
CALR_ITGA2B,Calr,ENSMUSG00000003814,Itga2b,ENSMUSG00000034664
CALR_ITGA3,Calr,ENSMUSG00000003814,Itga3,ENSMUSG00000001507
CALR_ITGAV,Calr,ENSMUSG00000003814,Itgav,ENSMUSG00000027087
CALR_LRP1,Calr,ENSMUSG00000003814,Lrp1,ENSMUSG00000040249
CALR_MTNR1A,Calr,ENSMUSG00000003814,Mtnr1a,ENSMUSG00000054764
CALR_SCARF1,Calr,ENSMUSG00000003814,Scarf1,ENSMUSG00000038188
CALR_TSHR,Calr,ENSMUSG00000003814,Tshr,ENSMUSG00000020963
CAMP_EGFR,Camp,ENSMUSG00000038357,Egfr,ENSMUSG00000020122
CAMP_IGF1R,Camp,ENSMUSG00000038357,Igf1r,ENSMUSG00000005533
CAMP_P2RX7,Camp,ENSMUSG00000038357,P2rx7,ENSMUSG00000029468
CCK_CCKAR,Cck,ENSMUSG00000032532,Cckar,ENSMUSG00000029193
CCK_CCKBR,Cck,ENSMUSG00000032532,Cckbr,ENSMUSG00000030898
CCL1_CCR8,Ccl1,ENSMUSG00000020702,Ccr8,ENSMUSG00000042262
CCL11_ACKR2,Ccl11,ENSMUSG00000020676,Ackr2,ENSMUSG00000044534
CCL11_ACKR4,Ccl11,ENSMUSG00000020676,Ackr4,ENSMUSG00000079355
CCL11_CCR3,Ccl11,ENSMUSG00000020676,Ccr3,ENSMUSG00000035448
CCL11_CXCR3,Ccl11,ENSMUSG00000020676,Cxcr3,ENSMUSG00000050232
CCL17_CCR4,Ccl17,ENSMUSG00000031780,Ccr4,ENSMUSG00000047898
CCL17_CCR8,Ccl17,ENSMUSG00000031780,Ccr8,ENSMUSG00000042262
CCL2_ACKR2,Ccl2,ENSMUSG00000035385,Ackr2,ENSMUSG00000044534
CCL2_ACKR4,Ccl2,ENSMUSG00000035385,Ackr4,ENSMUSG00000079355
CCL2_CCR10,Ccl2,ENSMUSG00000035385,Ccr10,ENSMUSG00000044052
CCL2_CCR3,Ccl2,ENSMUSG00000035385,Ccr3,ENSMUSG00000035448
CCL2_CCR4,Ccl2,ENSMUSG00000035385,Ccr4,ENSMUSG00000047898
CCL20_CCR6,Ccl20,ENSMUSG00000026166,Ccr6,ENSMUSG00000040899
CCL20_CXCR3,Ccl20,ENSMUSG00000026166,Cxcr3,ENSMUSG00000050232
CCL22_CCR4,Ccl22,ENSMUSG00000031779,Ccr4,ENSMUSG00000047898
CCL24_CCR3,Ccl24,ENSMUSG00000004814,Ccr3,ENSMUSG00000035448
CCL25_ACKR2,Ccl25,ENSMUSG00000023235,Ackr2,ENSMUSG00000044534
CCL25_ACKR4,Ccl25,ENSMUSG00000023235,Ackr4,ENSMUSG00000079355
CCL25_CCR10,Ccl25,ENSMUSG00000023235,Ccr10,ENSMUSG00000044052
CCL25_CCR9,Ccl25,ENSMUSG00000023235,Ccr9,ENSMUSG00000029530
CCL26_CCR3,Ccl26,ENSMUSG00000070464,Ccr3,ENSMUSG00000035448
CCL28_ACKR2,Ccl28,ENSMUSG00000074715,Ackr2,ENSMUSG00000044534
CCL28_CCR10,Ccl28,ENSMUSG00000074715,Ccr10,ENSMUSG00000044052
CCL28_CCR3,Ccl28,ENSMUSG00000074715,Ccr3,ENSMUSG00000035448
CCL4_ACKR2,Ccl4,ENSMUSG00000018930,Ackr2,ENSMUSG00000044534
CCL4_CCR3,Ccl4,ENSMUSG00000018930,Ccr3,ENSMUSG00000035448
CCL4_CCR8,Ccl4,ENSMUSG00000018930,Ccr8,ENSMUSG00000042262
CCL5_ACKR2,Ccl5,ENSMUSG00000035042,Ackr2,ENSMUSG00000044534
CCL5_ACKR4,Ccl5,ENSMUSG00000035042,Ackr4,ENSMUSG00000079355
CCL5_CCR3,Ccl5,ENSMUSG00000035042,Ccr3,ENSMUSG00000035448
CCL5_CCR4,Ccl5,ENSMUSG00000035042,Ccr4,ENSMUSG00000047898
CCL5_CXCR3,Ccl5,ENSMUSG00000035042,Cxcr3,ENSMUSG00000050232
CCL5_GPR75,Ccl5,ENSMUSG00000035042,Gpr75,ENSMUSG00000043999
CCL5_SDC1,Ccl5,ENSMUSG00000035042,Sdc1,ENSMUSG00000020592
CCL5_SDC4,Ccl5,ENSMUSG00000035042,Sdc4,ENSMUSG00000017009
CCL7_ACKR2,Ccl7,ENSMUSG00000035373,Ackr2,ENSMUSG00000044534
CCL7_ACKR4,Ccl7,ENSMUSG00000035373,Ackr4,ENSMUSG00000079355
CCL7_CCR10,Ccl7,ENSMUSG00000035373,Ccr10,ENSMUSG00000044052
CCL7_CCR3,Ccl7,ENSMUSG00000035373,Ccr3,ENSMUSG00000035448
CCL7_CXCR3,Ccl7,ENSMUSG00000035373,Cxcr3,ENSMUSG00000050232
CD14_ITGA4,Cd14,ENSMUSG00000051439,Itga4,ENSMUSG00000027009
CD14_ITGB1,Cd14,ENSMUSG00000051439,Itgb1,ENSMUSG00000025809
CD24_SELP,Cd24a,ENSMUSG00000047139,Selp,ENSMUSG00000026580
CD34_SELL,Cd34,ENSMUSG00000016494,Sell,ENSMUSG00000026581
CD34_SELP,Cd34,ENSMUSG00000016494,Selp,ENSMUSG00000026580
CD40LG_CD40,Cd40lg,ENSMUSG00000031132,Cd40,ENSMUSG00000017652
CD40LG_ITGAM,Cd40lg,ENSMUSG00000031132,Itgam,ENSMUSG00000030786
CD40LG_ITGB2,Cd40lg,ENSMUSG00000031132,Itgb2,ENSMUSG00000000290
CD40LG_TRAF3,Cd40lg,ENSMUSG00000031132,Traf3,ENSMUSG00000021277
CD5L_CD5,Cd5l,ENSMUSG00000015854,Cd5,ENSMUSG00000024669
CD70_CD27,Cd70,ENSMUSG00000019489,Cd27,ENSMUSG00000030336
CDH1_CDH2,Cdh1,ENSMUSG00000000303,Cdh2,ENSMUSG00000024304
CDH1_EGFR,Cdh1,ENSMUSG00000000303,Egfr,ENSMUSG00000020122
CDH1_ERBB3,Cdh1,ENSMUSG00000000303,Erbb3,ENSMUSG00000018166
CDH1_IGF1R,Cdh1,ENSMUSG00000000303,Igf1r,ENSMUSG00000005533
CDH1_ITGAE,Cdh1,ENSMUSG00000000303,Itgae,ENSMUSG00000005947
CDH1_ITGB7,Cdh1,ENSMUSG00000000303,Itgb7,ENSMUSG00000001281
